Mosque_ID,Name,Street,City,State,ZCTA,Latitude,Longitude,Urbanization_Cat,Year_Est,Status,Source,Transit_score,Walk_score ,NND,NRI,Reference_ID
181,Masjid Al-Taqwa,2181 North Lake ave,Altadena,CA,91001,,,,1999,,"https://en.wikipedia.org/wiki/Masjid_Al-Taqwa_(Altadena,_California)",,,,,1764
182,Islamic Center of Arcadia,4105 East Live Oak Avenue,Arcadia,CA,91006,,,,,,,,,,,4117
183,Masjid Qurtubah,1121 Huntington Dr,Monrovia,CA,91010,,,,-,Information Without Year,https://islamicvalley.com/mosque/390/masjid-qurtuba,,,,,355
184,Squaw Valley Islamic Settlement,2684 San Pablo Way,Bradbury,CA,91010,,,,2003,,https://www.charitynavigator.org/ein/020662740,,,,,2173
185,Masjid Qurtabah,1121 E Huntington Dr,Monrovia,CA,91016,,,,1994,,"https://www.causeiq.com/organizations/masjid-qurtuba,954411578/",,,,,1947
186,Masjid Al-Taqwa,573 North Lake Avenue,Pasadena,CA,91101,,,,,,,,,,,3983
187,Islamic Center of Glendale,2711 Kennington Dr.,Glendale,CA,91206,,,,2010,,"https://www.latimes.com/socal/glendale-news-press/opinion/tn-gnp-xpm-2012-07-23-tn-gnp-0723-intersections-a-new-mosque-connects-local-muslims-story.html#:~:text=Having%20spent%20years%20on%20the,changed%20things%20for%20Glendale's%20Muslims.",,,,,53
188,Fatima Islamic Society,7252 Remmet ave Suite 101,Canoga Park,CA,91303,,,,1981,,https://cityclerk.lacity.org/onlinedocs/2021/21-0943_misc_6_08-19-21.pdf,,,,,1099
189,Islamic Society of West Valley (ISWV),7060 Owensmouth Avenue,Los Angeles,CA,91304,,,,,,,,,,,4151
190,Al-Islam Mosque,9960 Canoga Avenue,Los Angeles,CA,91311,,,,,,,,,,,4161
191,Islamic Center of Conejo Valley,2700 Borchard Rd,Newbury Park,CA,91320,,,,1997,,"https://www.latimes.com/archives/la-xpm-1997-aug-10-me-21257-story.html#:~:text=A%20few%20also%20pray%20in,commitment%20to%20make%20necessary%20improvements.",,,,,1223
192,Unity Center of Santa Clarita,24352 Walnut st,Santa Clarita,CA,91321,,,,2011,,"https://www.causeiq.com/organizations/unity-center-of-santa-clarita-holdings,273700528/",,,,,2220
193,Islamic Center Northridge/Tampa Masjid,8424 Tampa Ave,Los Angeles,CA,91324,,,,1993,,https://www.archnet.org/sites/10394,,,,,612
194,Centro Islamico de Pacoima,13070 1/2 Van Nuys Boulevard,Los Angeles,CA,91331,,,,,,,,,,,4160
195,Islamic Center of Reseda,18206 Victory Blvd,Reseda,CA,91335,,,,2012,,https://www.dailynews.com/2012/03/02/islamic-center-of-reseda-expands-to-serve-faithful/,,,,,1331
196,MTO Shahmaghsoudi (School of Islamic Sufism),18011 Sherman Way,Los Angeles,CA,91335,,,,2008,,https://mto.org/center/los-angeles/,,,,,611
197,Spamosque,18855 Lemay Street,Los Angeles,CA,91335,,,,,,,,,,,4181
198,Imam Bukhary Masjid,15716 Parthenia Street,Los Angeles,CA,91343,,,,,,,,,,,4155
199,"Islamic Center of Northridge, Granada Hills Masjid",11439 Encino Ave,Granada Hills,CA,91344,,,,1992,,https://www.archnet.org/sites/10394,,,,,2289
200,Al Umma Center of Santa Clarita,18015 Sierra Highway,Santa Clarita,CA,91351,,,,,,,,,,,4059
201,Islamic Center of Burbank,7838 San Fernando Rd,Los Angeles,CA,91352,,,,2012,,https://www.burbankcenter.org/our-background/,,,,,614
202,Islamic Center of Santa Clarita Valley,26477 Ruether Ave,Santa Clarita,CA,91355,,,,1989,,https://mindtrip.ai/attraction/santa-clarita-california/islamic-center-santa-clarita-valley/at-XiOp9ADi,,,,,75
203,Dawoodi Bohra Al Masjid Al Ezzi Anjuman-e-Burhanee,5701 Platt Ave,Los Angeles,CA,91367,,,,2015,,https://thedawoodibohrasusa.com/communities/los-angeles/,,,,,599
204,Islamic Center of North Hollywood,5645 Strohm Ave,North Hollywood,CA,91601,,,,-,Information Without Year,,,,,,1307
205,Islamic Center of Inland Empire,9212 Base Line rd,Rancho Cucamonga,CA,91701,,,,2000,,https://ranchomasjid.org/about/,,,,,1262
206,Al-Fatiha Islamic Center,210 N Citrus Ave,Azusa,CA,91702,,,,1998,,https://www.masjidalfatiha.org/about-us,,,,,881
207,Baitul Hameed Mosque,11941 Ramona Avenue,Chino,CA,91710,,,,1989,,https://en.wikipedia.org/wiki/Baitul_Hameed_Mosque,,,,,784
208,Chino Valley Islamic Center,5565 Daniels st,Chino,CA,91710,,,,2010,,https://cvislamiccenter.org/about/,,,,,1030
209,h,2358 Cogswell Road,El Monte,CA,91732,,,,,,,,,,,4078
210,Al Bayaan Islamic Center,15030 Fairgrove Avenue,La Puente,CA,91744,,,,,,,,,,,4214
211,Islamic Center of San Gabriel Valley (ICSGV),19164 E Walnut Dr N,Rowland Heights,CA,91748,,,,2013,,https://al-talib.org/a-castle-with-humble-beginnings/,,,,,2290
212,Masjid Darul Arqam,2012 Vivero Drive,Rowland Heights,CA,91748,,,,,,,,,,,3940
213,Islamic Center of Jurupa Valley,10900 50th St,Jurupa Valley,CA,91752,,,,2012,,https://icjv.org/about-us/,,,,,440
214,"Dawoodi Bohra Al Masjid Al Jamali Anjuman-e-Qutbi, Orange County",1027 East Philadelphia Street,Ontario,CA,91761,,,,,,,,,,,3966
215,Al Nur Islamic Center,4959 Palo Verde st  Suite 205-C,Montclair,CA,91763,,,,2004,,https://alnuric.org/history-2/,,,,,862
216,Islamic Center of Inland Valley,1555 E 3Rd st,Pomona,CA,91766,,,,-,No Basic Information,,,,,,1263
217,Masjid  Al Sabereen,805 S Garey ave,Pomona,CA,91766,,,,1998,,https://www.masjidsabireen.com/about-us,,,,,1563
218,Islamic Center of Claremont,3641 N Garey Ave,Pomona,CA,91767,,,,1985,,https://www.gofundme.com/f/renovate-our-masjid-islamic-center-of-claremont,,,,,1221
219,Islamic Center of Claremont School (ICCS),3619 North Garey Avenue,Pomona,CA,91767,,,,,,,,,,,3997
220,Zainabia Islamic Society,575 N Towne ave,Pomona,CA,91767,,,,1993,,https://www.guidestar.org/profile/33-0575522,,,,,2248
221,Ahlul-Byet Mosque,2155 Murchison ave,Pomona,CA,91768,,,,1985,,https://www.ummatin.com/o/Ahlul-Beyt-Mosque-Inc,,,,,850
222,Masjid Gibrael,1301 E Las Tunas Dr.,San Gabriel,CA,91776,,,,1983,,https://www.masjidgibrael.org/,,,,,1870
223,Middle Ground Mosque,870 North Mountain Avenue,Upland,CA,91786,,,,,,,,,,,4031
224,Institute of Knowledge (IOK),1009 VÃƒÂ­a Sorella,Diamond Bar,CA,91789,,,,,,,,,,,4086
225,Masjid Al-Furqan,659 Brea Canyon rd Suite 2-3,Walnut,CA,91789,,,,-,No Basic Information,,,,,,1669
226,Al-Nabi Mosque,1505 West Garvey Avenue North,West Covina,CA,91790,,,,,,,,,,,4028
227,Hejrat Foundation,1505 West Garvey Avenue North,West Covina,CA,91790,,,,,,,,,,,4027
228,Masjid Al-Nabi,1505 East Garvey Avenue North,West Covina,CA,91790,,,,2000,,https://prayersconnect.com/mosques/84039674-al-nabi-mosque-hejrat-foundation-west-covina-california-united-states,,,,,1729
229,Islamic Center of Chula Vista,1280 3rd Avenue,Chula Vista,CA,91911,,,,,,,,,,,4134
230,Islamic Center Of Eastlake,821 Kuhn Drive,Chula Vista,CA,91914,,,,,,,,,,,4135
231,Alrahma Islamic Center,7520 El Cajon Blvd.  Suite 108,La Mesa,CA,91941,,,,2008,,https://www.bizprofile.net/ca/la-mesa/alrahma-islamic-center,,,,,929
232,Masjid Usman,7126 Westview Pl,Lemon Grove,CA,91945,,,,2015,,https://prayersconnect.com/mosques/84026872-masjid-uthman-lemon-grove-california-united-states,,,,,1996
233,Islamic Center Of EL Cajon (Masjid Al Firdaws),557 El Cajon Boulevard,El Cajon,CA,92020,,,,,,,,,,,4082
234,Afghan Masjid,1324 East Main Street,El Cajon,CA,92021,,,,,,,,,,,4084
235,Islamic Center of San Diego East County,833 Broadway,El Cajon,CA,92021,,,,,,,,,,,4081
236,Masjid (Dawah and Tableegh),1324 Main,El Cajon,CA,92021,,,,,,,,,,,4080
237,Masjid Ar-Rasheed,1324 East Main Street,El Cajon,CA,92021,,,,,,,,,,,4079
238,Masjid Ashty,1357 Broadway,El Cajon,CA,92021,,,,-,Information Without Year,https://prayersconnect.com/mosques/84098788-masjid-ashty-alsalam-el-cajon-california-united-states,,,,,1821
239,Al Nour Center,125 West Mission Avenue,Escondido,CA,92025,,,,,,,,,,,4094
240,Islamic Center of Escondido (Masjid Dar Ul Arqam),318 W 6th Ave,Escondido,CA,92025,,,,1992,,https://www.facebook.com/p/Dar-Ul-Arqam-Islamic-Center-100064562835034/,,,,,2754
241,Islamic Center Of Escondido (Masjid Dar Ul Arqam),318 West 6th Avenue,Escondido,CA,92025,,,,,,,,,,,4109
242,Imam Ali Masjid,10390 Mountain View,Lakeside,CA,92040,,,,1998,,https://www.mapquest.com/us/california/imam-ali-masjid-422963332,,,,,267
243,Noor Collective,10390 Mountain View Lane,Lakeside,CA,92040,,,,,,,,,,,4212
244,Cece's Mosque,531 Roja Street,Oceanside,CA,92057,,,,,,,,,,,3967
245,Tri City Islamic Center,2136 Industrial Court,Vista,CA,92081,,,,,,,,,,,4030
246,Masjid Al Ittehad,925 Anza Ave,Vista,CA,92084,,,,1992,,https://www.masjidalittehad.com/about-us.html,,,,,1603
247,SAIKCHAIL Dakshin Para Baitun Noor Jame Masjid,"San Diego, CA 92101, USA",San Diego,CA,92101,,,,,,,,,,,4002
248,Masjid Sunnah,4758 Federal Boulevard,San Diego,CA,92102,,,,,,,,,,,3988
249,Masjid Al-Ansar,4014 Winona ave,San Diego,CA,92105,,,,2001,,,,,,,135
250,Masjid An-Nur (Islamic Center Of Mid City),3872  50th St,San Diego,CA,92105,,,,1989,,https://www.floridamemory.com/items/show/322759,,,,,1611
251,San Diego Salafi Dawah,4990 University Avenue,San Diego,CA,92105,,,,,,,,,,,4052
252,Salaam USA,4615 Pico Street,San Diego,CA,92109,,,,,,,,,,,4053
253,Islamic Center of San Diego (ICSD),7050 Eckstrom Avenue,San Diego,CA,92111,,,,,,,,,,,3950
254,Mas-San Diego,7710 Balboa Ave #208C,San Diego,CA,92111,,,,1993,,https://massandiego.org/about/,,,,,1560
255,Noor Collective,7969 Engineer Road,San Diego,CA,92111,,,,,,,,,,,4037
256,Islamic Center of Logan Heights (Masjid Omar),3487 Ocean View Boulevard,San Diego,CA,92113,,,,,,,,,,,3951
257,Islamic Community Center of Redlands,5077 Logan ave,San Diego,CA,92113,,,,2007,,,,,,,119
258,Mariscos Guille,500-514 South 31st Street,San Diego,CA,92113,,,,,,,,,,,3948
259,Masjidul Taqwa San Diego,2575 Imperial Avenue,San Diego,CA,92113,,,,1949,,https://www.masjidultaqwasandiego.org/,,,,,388
260,Muhammad Mosque,6601 Imperial Avenue,San Diego,CA,92114,,,,,,,,,,,4000
261,Al Rribat Al Aslami/Ar Rribat Islamic Center,7173 Saranac St,San Diego,CA,92115,,,,1986,,https://prayersconnect.com/mosques/84057889-masjid-al-rribat-al-islami-san-diego-california-united-states,,,,,266
262,Masjid Al Huda [Huda Community Center],4175 Bonillo Drive,San Diego,CA,92115,,,,,,,,,,,3947
263,Ahmadiyya Muslim Community,7576 Trade Street,San Diego,CA,92121,,,,,,,,,,,3953
264,Darululoom San Diego Masjid (Crescent Academy),6916 Miramar Road,San Diego,CA,92121,,,,,,,,,,,3952
265,Afghan Community Islamic Center,3333 Sandrock rd,San Diego,CA,92123,,,,1994,,https://www.acicmasjidtawheed.com/about.html,,,,,1858
266,MAS Mosque,7310 Miramar Road,San Diego,CA,92126,,,,,,,,,,,3949
267,Masjid Hamza/Islamic Center of Mira Mesa,9625 Black Mountain Rd # 204,San Diego,CA,92126,,,,-,Information Without Year,https://www.masjidhamzasandiego.com/,,,,,1874
268,Muslim Community Center of Greater San Diego,14698 Via Fiesta,San Diego,CA,92127,,,,2001,,https://mccgsdfoundation.org/,,,,,2090
269,Islamic Society of North County,7151 Primrose Ln,San Diego,CA,92129,,,,,,,,,,,1476
270,Rivers of Life Project,81-944 California 111,Indio,CA,92201,,,,,,,,,,,4202
271,Islamic Center of Beaumont,1252 Beaumont Ave,Beaumont,CA,92223,,,,2019,,https://prayersconnect.com/mosques/84042346-islamic-center-of-beaumont-beaumont-california-united-states,,,,,2292
272,Islamic Center of Calexico,911 Emerson Avenue,Calexico,CA,92231,,,,,,,,,,,4141
273,Islamic Society of Palm Springs,84650 Ave 49,Coachella,CA,92236,,,,1997,,"https://www.causeiq.com/organizations/islamic-society-of-palm,330439233/",,,,,832
274,Imperial Valley Islamic Center,1195 Park ave,El Centro,CA,92243,,,,2012,,"https://www.causeiq.com/organizations/imperial-valley-khaslsa-diwan,953689369/",,,,,1153
275,Desert Islamic Society,69640 California 111,Rancho Mirage,CA,92270,,,,,,,,,,,3996
276,United Islamic Cemetery,12716 Purple Sage Road,Adelanto,CA,92301,,,,,,,,,,,4127
277,Iqra Islamic Center of Barstow,305 N 3Rd ave,Barstow,CA,92311,,,,-,No Basic Information,,,,,,1162
278,Colton Jamat Khana Inland,1282 East Cooley Drive,Colton,CA,92324,,,,,,,,,,,4132
279,Ar-Rahman Islamic Center,7641 Sierra ave,Fontana,CA,92336,,,,2010,,https://www.pakistanlink.org/Community/2010/July10/09/08.HTM,,,,,9
280,Inland Valley Islamic Society - Dar Al-Taqwa,6556 Hemlock Avenue,Fontana,CA,92336,,,,,,,,,,,4107
281,Masjid Dar Al-Taqwa,6556 Hemlock Avenue,Fontana,CA,92336,,,,2015,,https://prayersconnect.com/mosques/84055646-inland-valley-islamic-society-fontana-california-united-states,,,,,773
282,The Academy of Islamic Knowledge,3606 East Highland Avenue,Highland,CA,92346,,,,,,,,,,,4188
283,Islamic Community Center of Redlands,24769 Redlands Blvd  Suite A B C,Loma Linda,CA,92354,,,,2007,,https://iccredlands.org/about/,,,,,88
284,Islamic Center of Redlands,11210 Alabama st,Redlands,CA,92373,,,,2007,,https://iccredlands.org/about/,,,,,1330
285,Islamic Community Center of Redlands (ICCR),26830 Beaumont Avenue,Redlands ,CA,92373,,,,,,,,,,,4219
286,Islamic Society of California,627 Brookside,Redlands,CA,92373,,,,2001,,"https://www.causeiq.com/organizations/islamic-society-of-california,330881787/",,,,,1453
287,Peace Academy,26830 Beaumont Avenue,Redlands,CA,92373,,,,,,,,,,,3995
288,ÃÂœÃÂ°Ã‘ÂÃÂ´ÃÂ¶ÃÂ¸ÃÂ´ ÃÂÃÂ¹Ã‘ÂˆÃÂ° ÃÂ±ÃÂ¸ÃÂ½Ã‘Â‚ ÃÂÃÂ±ÃÂ¸ ÃÂ‘ÃÂ°ÃÂºÃ‘Â€,1369 North Willow Avenue,Rialto,CA,92376,,,,,,,,,,,3989
289,The Nation of Islam Muhammad Mosque #97,241 East Baseline Road,Rialto,CA,92376,,,,,,,,,,,3990
290,High Desert Islamic Society,16793 Merrill st,Victorville,CA,92392,,,,2001,,https://www.vvdailypress.com/story/news/local/desert-dispatch/2009/07/02/man-killed-in-fire-helped/37114448007/,,,,,1129
291,Islamic Center of Victor Valley,15112 Mojave Drive,Victorville,CA,92395,,,,2013,,https://prayersconnect.com/mosques/84029880-islamic-center-of-victor-valley-victorville-california-united-states,,,,,823
292,Dar Al Uloom Al Islamiyah of America,2012 Mallory st,San Bernardino,CA,92405,,,,1989,,https://www.facebook.com/people/Dar-Al-Uloom-Al-Islamiyah-of-America/61557841358733/,,,,,1049
293,Nasantar Muslim California,1018 S Lincoln ave,San Bernardino,CA,92408,,,,2014,,"https://www.causeiq.com/organizations/nusantara-muslim-california,273578111/",,,,,2111
294,Faizan-E-Madinah (Riverside) Masjid,12702 Magnolia Avenue,Riverside,CA,92503,,,,,,,,,,,3986
295,ÃÂœÃÂ°Ã‘ÂÃÂ´ÃÂ¶ÃÂ¸ÃÂ´ ÃÂÃ‘Â‚-ÃÂ¢ÃÂ°Ã‘ÂƒÃ‘Â…ÃÂ¸ÃÂ´,1433 West Linden Street,Riverside,CA,92507,,,,,,,,,,,3985
296,Islamic Center of Riverside,1038 W Linden St bldg b,Riverside,CA,92521,,,,1979,,https://www.islamiccenterofriverside.net/who-are-we,,,,,280
297,Islamic Society of Lake Elsinore,32391 Riverside Drive,Lake Elsinore,CA,92530,,,,,,,,,,,4210
298,Islamic Center of Hemet,44212 Florida Avenue,Hemet,CA,92544,,,,2023,,"https://www.causeiq.com/organizations/islamic-center-of-hemet,884226098/",,,,,1256
299,Islamic Development Center,"24436 Webster Ave,",Moreno Valley,CA,92553,,,,1995,,https://islamicdevelopmentcenter.org/about-us/,,,,,261
300,Masjid Alrahma,12125 Day st  Suite R-101,Moreno Valley,CA,92557,,,,2016,,https://www.facebook.com/mffie/posts/join-us-as-we-celebrate-10-years-of-strengthening-families-and-communities-the-1/1273145214982088/,,,,,1783
301,Masjid Alrahma,"12125 Day Street. Unit# R-101, Moreno Valley, CA 92557, USA",Moreno Valley,CA,92557,,,,,,,,,,,4076
302,Madina Educational Center,40121 Torrey Pines Road,Murrieta,CA,92563,,,,,,,,,,,3978
303,Shia Islamic Education Center Of Murrieta,38372 Innovation Court,Murrieta,CA,92563,,,,,,,,,,,3977
304,Perris Islamic Center,3895 N Perris Blvd,Perris,CA,92571,,,,2000,,https://prayersconnect.com/mosques/84049659-islamic-center-of-perris-perris-california-united-states,,,,,2131
305,Islamic Community of Menifee (JumuÃ¢Â€Â™ah @ 1 pm and Daily Ã¢Â€Â˜Isha),26805 Murrieta Road,Menifee,CA,92585,,,,,,,,,,,4176
306,Islamic Center of Temecula Valley,42188 Rio Nedo Suite A,Temecula,CA,92590,,,,2011,,https://grokipedia.com/page/islamic-center-of-temecula-valley,,,,,1356
307,Rahma Center,27121 Towne Centre Drive,Lake Forest,CA,92610,,,,,,,,,,,4208
308,Orange County Ismaili Jamatkhana,17965 Sky Park Circle,Irvine,CA,92614,,,,,,,,,,,4215
309,New Horizon Irvine Community Center,10 Marconi,Irvine,CA,92618,,,,,,,,,,,4216
310,ICOI Village,5530 Trabuco Road,Irvine,CA,92620,,,,,,,,,,,4204
311,Islamic Center of Irvine (ICOI),2 Truman St,Irvine,CA,92620,,,,2004,,https://www.icoi.net/about/,,,,,2293
312,Jannah Institute,5540 Trabuco Road,Irvine,CA,92620,,,,,,,,,,,4217
313,Islamic Educational Center of Orange County,3194-B Airport Loop Dr,Costa Mesa,CA,92626,,,,1999,,https://iecoc.org/about-us/start-of-iecoc/,,,,,1423
314,Anatolia Cultural Centers,25351 Commercentre Drive,Lake Forest,CA,92630,,,,,,,,,,,4209
315,Salaam Islamic Center,25351 Commercentre Drive,Lake Forest,CA,92630,,,,,,,,,,,4207
316,Tolerance Foundation,16541 Gothard Street,Huntington Beach,CA,92647,,,,,,,,,,,4187
317,The Majlis,23151 Plaza Pointe Drive,Laguna Hills,CA,92653,,,,,,,,,,,4211
318,Al-Noor Foundation,14522 Goldenwest Street,Westminster,CA,92683,,,,2000,,"https://www.devex.com/organizations/al-noor-foundation-29270#:~:text=Official%20Registration,Noor%20in%20Fountain%20Valley%2C%20California.",,,,,651
319,Orange County Islamic Foundation,23581 Madero Dr.,Mission Viejo,CA,92691,,,,1996,,https://ocif.org/the-organization/,,,,,2126
320,Islamic Center of Santa Ana (ICSA - Indo-Chinese Muslim),1610 East 1st Street,Santa Ana,CA,92701,,,,,,,,,,,4068
321,Masjid Santa Ana,1001 Grant st Suite No. B2,Santa Ana,CA,92701,,,,2017,,https://icsamasjid.com/about-us/,,,,,1959
322,Masjid Al-Hedaye and Kavkaz Cultural Center,5109 E 5th st,Santa Ana,CA,92703,,,,1960,,"https://www.causeiq.com/organizations/kavkaz-cultural-center-of-california,956050344/",,,,,1683
323,Imamia Education Center,2110 E 1St st Suite 120,Santa Ana,CA,92705,,,,-,Information Without Year,,,,,,1150
324,Islamic Center of Fountain Valley,16551 Brookhurst Street,Fountain Valley,CA,92708,,,,,,,,,,,4106
325,Darul Falah,14712 Bentley Cir,Tustin,CA,92780,,,,1990,,https://tustinmasjid.com,,,,,1067
326,Jafaria Islamic Society,642 South B st,Tustin,CA,92780,,,,1980,,,,,,,116
327,CAIR Los Angeles,2180 West Crescent Avenue,Anaheim,CA,92801,,,,,,,,,,,4125
328,Der e Zahra,941 North Holly Street,Anaheim,CA,92801,,,,,,,,,,,4124
329,Islamic Center of Anaheim,1136 N Brockhurst st,Anaheim,CA,92801,,,,-,Information Without Year,,,,,,1198
330,Yaseen Educational Foundation Orange County,1139 North Anaheim Boulevard,Anaheim,CA,92801,,,,,,,,,,,4119
331,Masjid Al-Ansar,1717 S Brookhurst st,Anaheim,CA,92804,,,,1997,,,,,,,134
332,Masjid Al-Ansar,1717 South Brookhurst Street,Anaheim,CA,92804,,,,,,,,,,,4128
333,West Coast Islamic Society,1717 South Brookhurst Street,Anaheim,CA,92804,,,,,,,,,,,4121
334,Jafaria Shia Islamic Society,1546 East La Palma Avenue,Anaheim,CA,92805,,,,,,,,,,,4122
335,Islamic Institute of Orange County,1220 North State College Boulevard,Anaheim,CA,92806,,,,,,,,,,,4123
336,Masjid Omar Al Farouk,1220 N State College Blvd,Anaheim,CA,92806,,,,1991,,https://commons.wikimedia.org/wiki/File:Islamic_Institute_of_Orange_County_(2021-06-15).jpeg,,,,,1940
337,Fullerton Masjid FMCC,515 West Valencia Drive,Fullerton,CA,92832,,,,,,,,,,,4203
338,Fullerton Mosque/Fullerton Muslim Community Center (FMCC) ,515 E Valencia Dr. Suite H,Fullerton,CA,92832,,,,1980,,https://fmccmasjid.org,,,,,1108
339,ICNA Relief Southern California So Cal Office,505 East Commonwealth Avenue,Fullerton,CA,92832,,,,,,,,,,,4199
340,Jamaluddin Afghani Masjid,3635 West Valencia Drive,Fullerton,CA,92833,,,,,,,,,,,4198
341,Bosphorus Center (Masjid),12642 Brookhurst Street,Garden Grove,CA,92840,,,,,,,,,,,4197
342,Islamic Society of Orange County,1 Al-Rahman Plaza,Garden Grove,CA,92844,,,,1976,,https://isocmasjid.org/about-us/,,,,,1480
343,Syed Jamaluddin Afgahni Islamic Center,546 E Ketella,Orange,CA,92861,,,,1983,,https://muslimlistings.org/listing/masjid-syed-jamal-uddin/,,,,,2182
344,Islamic Shura Council of Southern California,2854 North Santiago Boulevard,Orange,CA,92867,,,,,,,,,,,3972
345,Maryam Masjid ICNA Center, 3764 S Ellis St,,CA,92879,,,,1988,,https://prayersconnect.com/mosques/84022896-maryam-masjid-icna-center-corona-california-united-states,,,,,439
346,MAS Corona Center,4234 Green River Road,Corona,CA,92880,,,,,,,,,,,4147
347,Islamic Center of Corona & Norco,465 Santana Way,Corona,CA,92881,,,,2013,,https://www.pressenterprise.com/2013/11/27/corona-new-mosque-taking-shape/,,,,,1225
348,Prime Years Academy,495 Santana Way,Corona,CA,92881,,,,,,,,,,,4112
349,Islamic Center of Yorba Linda,4382 Eureka Ave,Yorba Linda,CA,92886,,,,2006,,https://www.icyl.org/about,,,,,1381
350,The Suhbah OC,4382 Eureka Avenue,Yorba Linda,CA,92886,,,,,,,,,,,4022
351,salem media group,4880 Santa Rosa Road,Camarillo,CA,93012,,,,,,,,,,,4140
352,Masjid Omar Muhammad,702 Walnut Street,Moorpark,CA,93021,,,,,,,,,,,4170
